essay_id,full_text,score
e02d0ae,"In my option I think we shouldn't have driveless cars becasuese a moufunction can happen in the vhelic and make the person crash, What if something happens to on of the sensors?

I can't imagine a time in the future when no one needs them anymore becasuse I'm sure no one wants to wait until one of the Taxis are free. I'm the type of person thart doesn't have the patients to wait until a taxi to come pick me up. What if you want to have a latenight drive and taxis drivers don't allow that? What if someone ges irrritated because the taxi driver has a very monotone voice? What if hacker hacks into someone driveless car and kidnaps them by driving their smart car to a whole new destination.

In the passage in paragraph 3 it says, ""These smart-road systems worked surprisingly well, but they required massive upgrades to existing roads, something that was simply too expensive to be practical."" That means it would cost a lot of money to fix every single road just so a driveless car could go. And that means it has to be a debate on if everyone argrees with it. Im sure everyone does want to keep spending their money on a taxi and they have bills to pay. That's like annihilating all of the vehicles in that area.

In paragraph 5 it say "" In the 1980s, automakers used speed senors at the wheels in the creation of anitlock brakes."" So it took them 10 years just so they can make a more advance senors for thr speed. I'm sure its going to take longer for manufacters to make roads, just so driveless cars can ride on. It also say,"" Further improvements in sensors and computers hardware and software to make dricing safer are also leading to cars that can handle more and more drving tasks on theur own."" The future cars are going to be incorrigible. They're going to have more control then humans would.

In conclusion, these are some reason why we shouldn't have driveless cars. Like why would someone want to abandon a brand new car they just bought or a very old car that could be worth a lot of money? Remember the future is not the answer.   ",3
0c6cb29,"Reckless drivers are dangers, they have no care for the world or people who are in it. One point of evidence is that in 2013, BMW announced the development of the '' Traffic Jam Assistant''. So this means that when you are driving up to 25 mph you have a smart car , but when you go over 25 mph you have just a normal car . See the point that I'm trying to make is that when people had a little bit to much to drink and they go over 25 mph they're like a missle that can blow up at any time. Some sensors on the car may fail while you are driving , lets say if your driving down the street in a BMW at 20 mph and a car passes you and your not looking and you happen to run into it, its the cars fault and the owner because the driver should've been looking and the car should've stop on the dime. Because BMW developed this new System and its mention in paragraph 7 '' The car can handle driving functions at speeds up to 25 mph , but special touch sensors make sure the driver keeps hold of the wheel. Also mention by BMW ''They can steer, accelerate, and brake by themsevles. So if the driver in this situation was looking down at a phone lets say ,and runs into the back of someones car who's fault would it have been ? I would have blame the manfacturer company because they said that the car is supose to brake themselves if danger is near or coming up . So if the owner was hurt then it would've been on manufacturer company all because they said that this car had sensors that could alert the drivers. Also which leads to another point lets say that the sensors fail without the driver knowing and she was driving a little bit reckless then that would been her fault and the cars. So I think that people should stop driving so reckless and start paying attention to the road . Also I think that a new law should be passed saying that car companies should recall their cars every 5 to 6 years to upgrade the safety quality on their cars. This will safe a numerous amout of people's lives and increase the amount of cars being sold by BMW. ",2
ecaf156,"The Face on Mars is definitely not an alien artifact. It is just a natural landform that was formed on Mars. Don't you think we would have discovered this earlier if it was an alien artifact.

When we first photographed the Face is 1976 we said it looked like a face, but when we released the pictures a few days later the caption noted a ""huge rock formation which resembles a human head formed by shadows giving the illusion of eyes, nose, and mouth."" This means that other people here at NASA had doubts about it being an actual human head.

When we went to photograph it a second time in 1998 we got a picture that was ten times sharper than the original photos. After waiting for the image to appear on the internet we stated that it was just a natural landform and that there was no alien monument after all.

Then we went back to photograph the Face a third time to prove that it was just a natural landform on April 8, 2001. It was a cloudless summer day which means that the images would be clear. Malin's team captured an extraordinary photo using the camera's best quality. Jim Garvin later added to the subject of the Face being a natural landform by saying ""It remimds me most of Middle Butte in the Snake Piver Plain in Idaho, that's a lava dome that takes form of an isloated mesa about the same height as the Face on Mars."" This means that Jim Garvin believes that it may just be a lava dome that is on Mars and not a face.

Now some people might say we don't want anybody knowing there is life on Mars. Conspiracy theorists say "" The Face is bona fide evidence of life on Mars, evidence that NASA would rather hide."" But why would we want to hide life on Mars. It wouldn't hurt our business if anything it would make our business even better so why would we want to keep it a secret if it really was a face.

There is just to much evidence as to why this lanform isn't a face. I'm sure many of people would agree with me on this topic. Maybe one day we will discover life on Mars, but for now it is just a natural landform.                          ",4
14d000b,"In the story, ""The Challenge of Exploring Venus"" the author talks about what Venus is like and what NASA needs to do to get a machine on Venus so they can study it despite Venus's harsh conditions. Venus has a surface temperature of 800 degrees Fahrenheit and the atomspheric pressure is 90 times greater then earth. That being said, the goal to get to Venus is still highly influenced because their are so many upsides. The author did a excellent job explaining how this trip is a worthy pursuit.

One upside to this trip if it works, is Venus is the closest planet to earth in terms of density and size, occasionally the closest in distance too. A example the author used on why its a worthy pursuit is, ""Venus is the most earth-like planet n are solar system. Today, Venus still has some features that are analogous to those on Eath."" The author is saying that we need to keep exploring no matter how hard it may be. Venus is the closest thing to eath that their is. Maybe one day people can live on this planet.

In conclusion, making a trip to Venus, whether flying above it or landing on it is going to be a major challenge. NASA is already making incredible strides in making a machine that can withold Venus's conditions. As of right now all NASA wants to do is land on Venus or fly above it and grab a few samples off of Venus and go test it. The author did a great job of explaining why it is so important to pursue going to Venus. The author gave many advantages of the trip and disadvantges of the trip.                    ",3
8029c4d,"Many people, and car companies, are beginning to come up with the idea of driverless cars. Driverless cars have always been an idea to people but never a reality, they have been featured in many things, such as movies and books, companies are now trying to make this idea an actual reality in our lifetime. There are many pros and cons to driverless cars, but we have to think will this be an advantage or disadvantage to our society?

My opinion on driverless cars is on both sides, I see many advantages and disadvantages, such as; driverless cars are said to cut the use of fuel by half which would be great for our planet, but also it could be very dangerous because we all know that if we have driverless cars we will have people who use the cars as excuses or reasons to do things that are not considered lawful today without driverless cars.

People who may be for the driverless cars may not be wanting the driverless cars for good reasons, they may think that because they are not in total control of the car at all times that gives them the excuse of they are not one hundred percent reasonsable for anything bad that may happen while they are in the car. They may think that they can get away with many more things because they are not driving the whole time, they could get away with texting and driving, or even being under the influence while driving. Yes, these cars will give them signals for when they need to drive but who knows if they will actually pay attention to the signal. If people today do not think anything of the laws we have set in our country what makes us think that just because they are not driving that it is any safer?

People who are for the car for good reasons are thinking about how much driverless cars could help our world. Driverless cars cut the amount of fuel used in half, that would help not only our economy but our ecosystem. These driverless cars are said to decrease the amount of wrecks happening everyday, they will have automatic brakes, these cars would basically be able to tell when we are in danger. All of the sensors on these cars could maybe even take sensors into homes and stores that could make our world so much safer.

If you were not able to tell I think I may be against the development of driverless cars, in my opinion I think there are many more things that could go wrong with the car than things that could go right. People may not take the idea of these cars seriously, but we need to realize that these cars may become an actual reality and there is nothing that we can do about it but accept it and become aware of the things that we should be doing rather than the things we could do with driverless cars. ",4
cc41976,"The future of transportation

Have you ever wondered how cool a self-driving car would be? I'm pretty sure almost everyone has at one point. I believe we have the right technology to do so. But are they really reasonable and safe? Even though the government does not want them on the streets(for safety reasons), i support the development of them. In this essay I will discuss the safety, cost, and a taxis-sytem related with these futuristic cars.

Safety is the number one concern. What if you were driving down the road and you were suddenly rear-ended by a driverless car? You would be pretty mad wouldnt you? Well that most likely wouldnt happen, as developing technology has allowed us to do wonderful things. Now, these cars aren't just driving around unmanned. There is still a human in the vehicle to take over when such things as roadwork, detours, and accidents are present. Thanks to research and advancing tecnology's, we have 3-D modeling software to constantly update the vehicles surroundings. Before 2000, the sensors and computers simply weren't smart enough to complete this task.

The cost to actually purcahse one of these interesting cars would most likely result in bankruptcy. With all the technology and time put in to the car, this is reasonable. But why make futuristic cars if people can't buy them? After full-scale production of these vehicles have started, the cost will most likely decrease. Well i believe that in a few decades, the whole world will be filled with self-driving cars. Or even better, flying cars!

Have you ever lived far from town and you didn't have a form of transportation? Well what if we used these cars as a form of public transportation. You could call a hotline and give your location and the car would be there in minutes! This system would be more promising than a local bus. Buses have set pick up times and routes, while these cars could pick up individuals and take them to their destination with ease and comfort.

The future is here, Driverless cars. Even though the government does not want them on the streets, i support the development of them. We once attempted to produce these vehicles before the 2000's but we did not have the advances in technology. I feel as if the cost of these vehicles will decrease as mass production takes place. The safety of these machines are state of the art and ensure you will make it to your destination in one piece. With these new advances, the driverless car could take over the public transportation system to form a quick and easy taxi service. With all these advancing technology's and sciences, i would love to see what they come up with in the future... or is the future already here?",4
d44ee2e,"This new technology would be a good thing to use in a classroom because a teacher would be able to determine a students reaction to a comment made from another student. Lets say a student was getting bullied, the teacher then would be able to tell how the student is feeling after what he just got called/made fun of them and would be able to make the apropriate action against the other student. But this technology should be used only for certain times in a classroom. The technology would be able to prevent fights in schools before they even happen.

But if the students in the classroom don't want their emotions read by a computer/ new technology they should have the right to not have their emotions read without them knowing. Also this technology would help the suiside problem in this world. It would prevent kids that go to school that get bullied realise what they have instead of going home crying in their rooms, locking the doors from their parents and eventually killing themselves because some student at the same school is bullying the other student beccause he is too selfish and doesn't think before they say something.

Bullying is a big problem and this new technology would be very useful in schools and across the globe. But there is pro's/con's to new creations that people make everyday and people around the world will continue to exspose them everyday.",3
1efe2a5,"Is the technology to read the emotional expressions of students in a classroom valuable? I think it is valuable becuase in paragraph six line six it states that ""A classroom computer could recognize when a student is becoming confused or bored."" In that case the lesson could be modified to be more intresting.

Computers that can read human emotions just from their faces can apeal to humans more. If you see something you like and smile it will show you more of that. Students could have a more emotional conection with computers. In paragraph six line ten it says ""Most human communtication is nonverbal, including emotional communtication...So computers need to understand that, too.""

To students it would almost be like having a teacher in the room instead of a computer. Having technology read emotional expressions is valuable because it would be able to read facial featchers better than a human. It would be able to know if you happy if you raise your lips at the corners of your mouth or squint your eyes slightly, to produce wrinkling at the corners of your eyes. The technology can even see more than more emotion like in the Mona Lisa. Paragraph one line one states ""Shes 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry.""

Overall I believe technology to read the emtionsl expressions of students in a classroom is valuable. It can help students be more intrested in their lesson. ",3
716b5df,"The author evaluated their ideas about visiting Venus well in their essay, however, they did have some aspects that could be improved upon. Their introduction lacked a strong thesis which can have a negative impact on the rest of the essay if their claims aren't strongly proven. Despite their weak thesis, their claims made later in the essay were strongly proven. Not only did the author give basic background knowledge of venus and two main reasons as to why studying venus could benefit the human race, but they also gave a solution to the dangers that came with exploring the planets..

In the introduction paragraph, the author didn't give a strong thesis to state their clame. When making a thesis you want to include what claims you will be covering in the essay and what you are trying to prove. The only claim the author gave was in the last sentence of the paragraph where they stated,"" It has proved a very challenging place to examine more closely."" They didn't give specifics as to what claims they will make to prove that Venus should be examined and their vocabulary seemed limited when they used the word ""very.""

Throughout the second and third paragraphs of the essay, the writer gave background knowledge of Venus compared to Earth. This was a good decision because they later used some of the facts that were stated to strengthen their reasoning as to why Venus should be visited and examined. They stated how hard it was to examine Venus and how dangerous the planet was for life. The planet would not be able to sustain human life due to it's harsh terrain and harsh weather. One of the reasons scientists are studying Venus is because they believed that Venus looked like what modern-day Earth does at one point. The writer bringing up how unhabitable Venus is strengthens their argument on why we need to study Venus and their belief that because this happened to Venus, then it could potentially happen to Earth.

Writing about how Venus used to be like Earth and why that's important is a strong point to support the writers claim. When writing a persuasive or argumentative essay, including how what the author is writing about can benefit the reader is a way to persuade the reader to agree with the author. In the essay, the writer talks about two different ways that learning about Venus can benefit the human race. The first reason has to do with benefiting the way that humans are able to survive on Earth. Finding out what changed Venus to become inhabitable can stop the potential for the same to happen to Earth. The next reason they argued, in paragraph 4, was that if something happens to Earth, Venus is in close proximity. One day, the Earth's surface may become dangerous for human life and humans must flee to the nearest planet to survive. The author believes that finding out the exact conditions of Venus and finding a way to sustain human life on the planet would greatly benefit the human races future.

Lastly, the writer gives a solution to the most important problem stated in the essay, that it would be difficult for humans to live on Venus or even visit it. Throughout the fifth and sixth paragraph, the author talks about how research has already been done to find ways for humans to live on Earth. They even provide ideas of the their own for how humans can live on Venus. Pointing out problems with your ideas but then solving them is a strong way to argue your point because it eliminates the question of ""will it fail?"" and might answer some questions that readers have when reading the essay.

Overall, the author argues their points well. The structure of their essay has some aspects that can and should be changed, such as the introduction paragraph. The author showed why their claim was important to the reader and answered the ""how will it be done?"" part of their claim. Answering the ""how will it be done?"" part of the claim can eliminate doubt among the reader and strengthen the argument that the writer is trying to get across to the reader.            ",6
ba25169,"New technology is being made all around the world, that is changing society as we know it. One example of this technology is called Facial Action Coding System. Many people are wondering if the world should put something like this in schools so teachers can read students emotions. I think we should give this technology to teachers because this could help prevent casualties, and even the lack of school work students will do.

One reason I think the Facial Action Coding System should be in schools is because it could prevent casualties at home or at school such as school shootings and suicides. This technology could help prevent these casualties by letting the teacher know if a student is happy or upset. this meaning if a student is upset a teacher could get the student help or even help the student themselves by talking to them on why they are upset. For example students all around are getting bullied and not letting other people know how they feel or let them know they are getting bullied, so these students leave school being upset and they go home a commit suicide thinking they aren't important and thinking nobody wanted to help them. Therefore if teachers had this new technology I think teacher would be able to prevent this from happening by seeing how the student feels and therefore the teacher can talk to them and hear about what is happening. This will also make the students that do get upset feel like there are people out there that want to help them and that notice them.

Another reason why the Facial Action Coding System should be in schools is because the lack of school work being done because students are upset. This technology could help teachers get students to do their work or to even study, by letting the teacher know if the student is having a bad day. I think this will help because if a student is having a bad day then they won't want to do work because they are upset and just most people don't want to do work when they're upset, so if teachers had this technology I think they could talk to the students and try and get them in a better mood for themto do their work. Another reason why teachers should ge this because if a student is upset and they want to do their work, their work isn't going to beas good as if they were happy, and all teachers like to see their students with the best work.

There is new technology being made all around the world, that is changing society as we know it such as the Facial Action Coding system. This is why i think this technology should be put into schools.                 ",4
25a9e8a,"In the Article "" Driverless Cars Are Coming"" has a very distinct view on cars. Majority rules that even though these computer cars are more efficient, it can also be endangered for the drivers due to any conditions. These smart cars need more power than just a start button they need sensors. For instance the Toyota Prius uses position-estimating sensors on the left rear wheel, a rotating sensor on the roof, a video camera mounted near the rearview mirror, etc. These smart cars are just too much not just for one person but multiple. These cars may seem fascinating but once you get that bill you'll think other wise . The expenses on the material , technology , and anything else you want will break your pockets. So why even bother when you can have a normal SUV truck that you drive on the regular.

Others may vouch that "" Regurlar Cars "" are basic and dual. They need something that will keep them up to speed. Of course regular cars may cause you more gas, fix broken parts , and more focusing on the road than having the car that can do it itself. But do you really want to waste all your time putting money into a smart car. Thats only going to last for almost a year before you give up. These high technology sensors are nothing new , of course . In 1980, automakers used speed sensors. Within 10 years, those sensors had become more advanced to detect and respond to the danger surroundings.

Are these smart cars actually keeping citizens safe? In 2013, BMW announced the development of the ""Traffic Jam Asissitant"". The car can handle driving functions at speed up to 25 mph, But special touch sensors make sure the drivers keeps hold of the wheel. A regular 2009 lexis doesn't need the stability of an assisstant nor these high risk sensors. this car can obtain the same ability of a smart car. So, whats the difference high technology cars can steer, accelerate, and brake themselves. Wow!! thats very exciting, even though notifying a driver about upcoming navigations such as work zones, accidents. Human drivers still must remain alert and be ready to take over when situations like that occur. Why investigate into something you cant actually control , but can also harm yourself and others.

These sensors can go out at anytime developing a more dramatic problem upon yourself. By having a regular car you can just go to the gorage an get it fix. Instead of waiting for days to get all the technology back up to running you'll be out on the road an no time. Considering that its more cheaper an less parts to fix. Human aspects on technology is very inconsiderate than rallying on themselves to get the job done. ",4
7ae56ec,"Driverless cars or drivers driving a car? Technology is good but too much can be fatal. Driverless cars will be inefficient, expensive, and make people lazy.

Driverless cars will become inefficient because after a few years they'll need repare and could get viruses in them. Driverless cars so far require of human skill so people still need to be aware. Therefore, probably causing many accidents on the road because of unefficiency from the car. Drivers would get bored to await their to turn to drive. So far there are no laws that approve driverless cars, because it requires a human to drive a car.

Not only will they be inefficient but will cost many companies a lot of money to develop. In the late 1950s, General Motors created a concept car that could run on special track embedded with electrical cable; however, it required massive upgrades to exisiting road, something that was too expensive to be practical. Not only will it be expensive for companies but also for the state making roads for the driveless cars. A radar that would help with the transportation of driverless cars can cost up to two hundred million dollars.

If driverless cars ever came to be that would make people very lazy. People would be picked up whenever they need to go somewhere without causing them a little of activity but to walk to a car. Yes, it could be a benefit when you have an emergency and can't drive yourself around. Yet there are numbers and places you could call in case of an emergency. Humans will eventually rely on technology so much that soon they'll invent chairs that require no getting up from them to go to the kitchen. People need to be active and with driverless cars there'll be a lazy society.

Technology is becoming to powerful and needs to be limited. With driverless cars there will be a lot of economical expenses, many inefficencies, and laziness among the country.  ",4
329e332,"In the passage given, the author states that Venus would be a great place for studying, although it takes many risks to get more information based on it. The risks can be very deadly, but may give new information. There is so much more than NASA and even the world would like to know about Venus also known as the ""Evening Star"".

There is many ways as to why Venus would be great for studying. Venus is very simple to see from distant and is also known as Earth's twin. Venus is known as the earth's twin because it is closest to the planet in terms of density and size. There is much more information about Venus that needs to be found but may take risks. Venus has the hottest surface temperature of any planet in our solar system which can be very deadly if someone were to go look for evidence. For Venus being very hot, it can cause certain electronics to catch on fire due to the high temperatures. Not only the heat, but the atmospheric pressure is very high.

NASA is now finding ways to find further evidence on Venus and get evidence based on the information they have heard. They're finding ways to look at Venus in a closer distance such as using mechanical computers that were used in the 1940s. These mechanical computers made a huge impact during World War ll and they believe that this may help with discovering more on Venus.              ",2
11815c1,"What is the ""Evening

Star""? It is the planet Venus from our solar system and is one of the brightest points of light in the night sky. Many factors contribute to Venus's reputation as a difficult planet for humans to study. However, the author suggests that studying Venus is a worthy pursuit despite the dangerous it presents. He supports his idea very well because he use evidence to say why is it worthy to pursuit Venus and because he use a lot of facts about the planets, specially from Venus and Earth.

The author supports his idea very well because he use evidence to say why is it worthy to pursuit Venus. For example, he uses the Astronomers as evidence. As the article says (paragraph 4) ""Astronomers are fascinated by Venus because it may well once have been the most Earth-like planet in our solar system...Furthermore, recall that Venus can sometimes be our nearest option for a planetary visit, a crucial consideration given the long time frames of space travel"". He also use evidence to show how challenging its to get information about Venus. For example (paragraph 6), ""Many researches are working on innovation that would allow our machines to last long enough to contribute meaningfully to our knowledge of Venus"".

Also, the author uses a lot of facts about the planets, specially from Venus and Earth. As the author says in the article (pararaph 4), ""Long ago,, Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth... Today, Venus still has some features that are analogous to those on earth. The planet has a surface of rcky sediment and includes familiar features such as valley, mountains, and craters"". The author use a lot of descriptive words and try to connect it to the Earth features.

In conclusion, the author his idea very well because he use evidence to say why is it worthy to pursuit Venus despite the dangerous, for example he use the Astronomers evidence, in which they say that they are fascinated by Venus because it may have been the most Earth-like planet in our solar system; and because the author also use facts about the planets, speacially about Venus and Earth, like he said that time ago Venus was covered largely with oceans.",4
573d36c,"In ""The Challenge of Exploring Venus,"" the author suggests that studying Venus is a worthy pursuit despite the dangers it presents, extreme actions on Venus. Venus, is sometimes called the ""Evening Star"" this is one of the brightest points of light in the night sky, making it simple for even an amateur stargazer to spot. The nickname is misleading since Venus is acually a planet. Venus is the second planet from the sun. Even thought Earth, Venus, and Mars, planetart neighbor, orbits the sun at different speeds, Venus is the most dangerous planet. Spacecrafts have been sent to land on Venus, but every mission has failed.

Another detail that explaines why Venus is a

pursuit despite the dangers because not a single spacecraft has landed on Venus, it hasn't touched the ground more then three decades. Venus' air is 97% carbon dioxide, the planet's surface temperatures average over 800 degrees Fahrenheit. The atmospheric pressure is 90 times greater than what we expericence on our own planet. These conditions are far more extreme than anything humans encounter on Earth; such as environment would crush even a submarine accustomed to diving to the deepest parts of our oceans and would liquefy mant matels. Venus also has the hottest surface temperature of any planet in our solar system, even though Mercury is closer to our sun.

Venusian geology and weather present additional impediments like erupting volcanoes, powerful earthquakes, and frequent lighting strikes to probes seeking to land on its surface. Astronomers are fascinated by Venus because it may well once have been the most Earth-like planet in our solar system. Long ago, Venus was probably covered largely with oceans and could havr supported various forms of life, just like Earth. Today, Venus has still some features that are analogous to those on Earth. The planet has a surface of rocky sediment and includes familiar features such as valleys, mountains, and creatures.

Furthermore, recall that Venus can sometimes be our nearest option for a planetary visit, a crucial consideration given the long time frames of space travel. On our travels on Earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation.              ",2
0293f31,"The Facial Action Coding System is a great achivement in science and technology, but should it be used in your computer at school? There are many reasons why using this coding systam could be a great thing in the class room, or a disaster. As stated in the article ""Making Mona Lisa Smile"" by Nick D'Alto, if we could put this in our everyday school computers, it could calculate whether or not a student is having trouble with a lesson and change it for them to help them. What are the pros? What are the cons?

Some of the pros to using this coding system in students computers is as stated in the article, it could read the studens facial expresssions and determan if he or she is confused or having trouble understanding the lesson. If it could do this it could change the way the lesson it tought better helping the student understand.

But what if schools dont teach lessons online. For example, my school does not teach lessons online. Our teachers might give us website addresses to look up and use for studying, depending on the teacher. Unlike other schools around me that do E-learning. They either stay at home, or go to school and do a whole days work off of their school issued computers. This Facial Action Coding System would work greatly for those students that do E-Learning, but not so much for the ones that don't.

Secondly, does this system cost anything? If so how much? And do schools really need to spend extra money on a system to be installed in our computers? Schools have gotten along just fine without this for years. Schools did just fine before they were even using technology like computers in the first place. I don't think that we are really in need of something like this. Students using the internet to do assigments always ask questions if they have any. Those students also have internet acsess if they are working on online assignments, so they could also search for more websites to help them better understand.

Another topic listed in the article was using the coding systam to learn if that person was intrested in an add that showed up on their computer or not. I belive that adds are already annoying enough, I do not want a coding systam reading my face and giving me adds that I would be more intrested in. Doing so would distract that person from trying to get their work done. For example, if I was a student scrolling through a website I am using to fill out an assignment for school, I don't want a bunch of adds poping up distracting me from my work. Espesially when its and add that intrests me. If its something that intrestes me, then I'm more likely to click on it distracting me from my work. I sertanly wouldn't want that to happen, and I belive nobody else does either.

Really there are a lot of great points to both sides of the topic, but it is mainly up to the schools if they want to use The Facial Action Coding System or not. They only need to ask themselfs the right questions. Do our teachers teach offline alot? Do we have the money for technology like this? And do our students really want to use this or not?                ",3
4a2e401,"Have you ever actually wondered if aliens exist? i bet you have well,everyone has there own definition on a alien. But who really is to say they arent from here on out ill telll you why i think aliens created such a face.

first there were alien markings. from what i know about aliens there very smart. if aliens are smart why not blame it on them. and even in paragraph 8 i qoute it sais ""alien markings were hidden by a haze"" why wouldnt an alien make a face if they have nearly as much intelligence then yes. id have to say the aliens mine as well have done it.

second in the photo from 1998 the photo is very clear it is a face but in the photo from 2001 it is cracked and doesnt nearly look the same maybe a alien could have drew that or really anything not that i have evidence but im just saying if it looks like that. that looks like the creation of a non human. but who really knows.

but you also have to think this a is a nother planet so why wouldnt it be a aliens creation.

so through all ive said what i mean is through a humans creation we are very intelligent, and if aliens are anything like us id say they would have a great chance of creating that. this is another planet so i mean if they did and they lived thier then i mean thats were they live thats there house thier art. over the years the face got different if started to fade. maybe if it was aliens they were trying to tell us something.

but id also like to know your opinion.

aliens or just something there to intrest.            ",1
bf9407b,"""The Face of Mars"" true or not? ""The Face of Mars"" is no face at all. Even though with the low resoution, it looks like an Egyptian pharaoh, it just rocks and lava. There are so many reason why its not. Just read on and you will find out why I think this way.

""The Face of Mars"", all it is is a martian mesa. these are very common around cydonia. All that this one had was a weird shadowing effect. Our eyes can change to what we know son that is make sense, that why everyone saw a face we also put what we know to something we have no clue on if it help explain it.

The face is just a normal landform. This ""Face of Mars"" is just like landforms on earth. Some may just look like common things we see everyday. you can't just assume that since it look like someone made that it couldn't be is an natural made landform.

The picture of ""The Face of Mars"" everyone says looks like a face is such a low resoution it's only 43 meters per pixel. The more resent picture is 1.56 meters per pixel. With the 1.56 meters per pixel you can see more of what's on the surface compared to the 43 meters per pixel.

From the low resoultion to it just a normal landform. From the fact that it looks like other landforms when in a better picture to there's not enough information for it being a alien made object. Theres so many reasons why this not anything more. ",3
d61e1f2,"Hi im Luke Bomberger and I want you to join the Seagoing Cowboys. There are so many things you get to do as a Seagoing Cowboy.

You get to go to so many differnt places, you get to play games, and you get to help people and animals. There are so

many differnt things you get to do as a Seagoing Cowboy if you don't join you will be missing out on a HUGE opportunity.

Helping people and amimals is a nice thing to do. When you join the Seagoing Cowboys then you get to help people and animals. When you help some one, that feels good right. When we help amimals to, that will make you feel twice as good from before. if you were a pearson in neeed of help then u would want some one to help u, so pay back the favor anad join the Seagoing Cowboys.

Sight seeing is the best thing ever right, I do it all the time now that I have joined the Seagoing Cowboys. The Seagong Cowboys have gone almost every were so I have seen it all. Europe to China I have seen so many places i didnt even know where real. If you want to go see some places out of this world then join the Seagoing Cowboys.

In the seagoing Cowboys we dont just do work all the time we get to have fun just like the rest of you. We get to play games, such as Table Tennis, Baceball, and Volly Ball games. Of corse the animal holds were unlouded when we played those games. Come play games with us and have more fun then you would in a life time and join the Seagoing Cowboys.

You have read all these things now so if you want to join the Seagoing Cowboys.",3
c4c72a0,"In ""The Challenge of Exploring Venus,"" the author suggests that studying Venus is a worthy pursuit despite the dangers it might present. The author includes details that back-up his idea. For example, Venus resembles earth in many ways and so

exploring it might be beneficial for the future. Also, despite all the challenges that would obviously be faced at some point while trying to explore Venus, it is important to have knowledge about the outter space - in which human curiosity could play a huge part of. Finally, researchers can't seem to study Venus without having anything that could be used as a sample, since the conditions there are very much deadly for humans.

Firstly, the Earth has many conditions that humans need to survive, in which Venus seems to have a huge resemblance of. Scientistes found that Venus is the closest look-alike planet to Earth than any other planet in our solar system. The text reads, ""Today, Venus still has some features that are analogous to those on earth."" Thus, it could support and hold various forms of life in the future if explored and studied upon.

Secondly, although Venus has many factors that resemble the planet Earth no scientist can study it without having a sample from it to gain more knowledge about it. Unfortunatly, no human could survive more than a couple of hourse in its crucial conditions. Paragraph 3 reads, ""These conditions are far more extreme than anything humans encounter on earth; such an environment would crush even a submarine - and Liquefy many metals."" Nevertheless, Scientists and researchers are still looking for solutions to explore Venus safely - for it could be our nearest option for a planetory visit.

Finally, the author believes that even though challenges could be extreme and dangerouse, if the challenge presented by Venus is taken over it wouldn't only bring along important informations but will also benefit our curiose human minds and pushes us to discover and learn more about outter space. Paragraph 8 states, ""Striving to meet the challenge presented by Venus has value, not only because of the insight to bee gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors."" Nonetheless, exploring and having the chance to gain more knowledge shouldn't be limited by dangers and difficulties, yet should be conquered along with our doubts.

In conclusion, the author includes and mentions many important factors and reasons on why we should take over the challenge of exploring Venus. In great details, he includes of how Venus despite for its extreme conditions could be explored and maybe even support some type of life.Therefore, letting our minds go above what we maximize for it is very important for that it coud lead to more and more discoveries and explorations that could add to our knowledge, in which will be very essential for our future. ",4
c875917,This is my deatlis to back the witer on his claim how how studying venus is both worthy and dangerousand to explain how the author backs himself up on his claim. He gives alot of good points but a huge point that stood out to me was wehen he said how venus is sometimes called Earth's twin becuase in distance venus is the closest planet to us in denstity and size so pretty much Venus is a mini Earth. Another thing that the author toched on is that Venus nickname The Evening Star the writter put that piece of info about Venus becuase he is explaing how Venus is one of the brightest points of light in the night sky which makes it simple for anyone to spot even a simple stargazer. The last point of evedince the writter used to suppports his claim is the dangerous part oif hsi calim he said that NASA has been studying how they are goinhg to send humnas to study VEnus but the dangerous part of that mission is the surface conditions.,2
